No,S,T,Typology,FAR,Env_R,E_R,total_inh,n_total,lca_total,solar_sc,solar_au
1261,2,1,7,0,2,2,994,55.27918912,4.666903588,0.442604459,0.282925778
1262,1,1,7,0,2,2,1003,59.98381006,5.038141763,0.6707892,0.334363065
1263,4,19,6,1.981873,2,2,2056,52.58920319,10.22360616,0.841940015,0.314219998
1264,3,19,6,1.981873,2,2,2452,47.76039263,9.771880607,0.560934502,0.273839479
1265,4,18,6,0.815402,2,2,1385,55.33002729,8.189769715,0.630041327,0.36342638
1266,1,18,6,0.815402,2,2,1440,57.17907578,8.303595259,0.622060149,0.349051131
1267,3,18,6,0.815402,2,2,1611,55.52999727,8.144995427,0.511646851,0.322442136
1268,2,18,6,0.815402,2,2,1430,52.02041203,7.908767445,0.422158843,0.300867613
1269,4,17,6,1.377649,2,2,1689,53.25614942,9.538989507,0.703480837,0.344493501
1270,1,17,6,1.377649,2,2,1728,55.12838556,9.712780155,0.693711794,0.324639996
1271,3,17,6,1.377649,2,2,1966,52.54608727,9.435408846,0.56781193,0.307131563
1272,4,16,5,2.969017,2,2,2649,48.38899788,10.66441831,0.749602937,0.321150431
1273,3,16,5,2.969017,2,2,3091,48.10867339,10.56883403,0.590738648,0.282736457
1274,4,15,5,1.471673,2,2,1752,53.65189626,9.53392587,0.705724524,0.345340381
1275,1,15,5,1.471673,2,2,1792,51.2988465,9.354101846,0.612606404,0.327665569
1276,3,15,5,1.471673,2,2,2081,51.9423444,9.359329289,0.550339308,0.306817756
1277,2,15,5,1.471673,2,2,1788,48.52969344,9.130715802,0.468613095,0.2922919
1278,4,14,5,1.699608,2,2,1862,52.69588017,9.923235654,0.764259433,0.338321068
1279,1,14,5,1.699608,2,2,1901,51.99876332,9.854607832,0.700813788,0.32549489
1280,3,14,5,1.699608,2,2,2194,50.75664955,9.711054064,0.571802798,0.298112963
1281,4,13,4,3.461759,2,2,2933,48.73799862,11.88445584,0.743362054,0.320680069
1282,3,13,4,3.461759,2,2,3320,48.26255344,11.79429411,0.592012269,0.282772443
1283,4,12,4,2.200234,2,2,2196,50.97730508,10.31724601,0.659726948,0.354360403
1284,3,12,4,2.200234,2,2,2566,49.87941131,10.18351237,0.506464504,0.306438143
1285,4,11,4,2.711107,2,2,2462,49.54728837,12.15298992,0.75824733,0.312640548
1286,3,11,4,2.711107,2,2,2832,50.7048985,12.20233857,0.673826073,0.282144554
1287,4,10,3,3.098888,2,2,2688,47.87362857,10.65395925,0.678445947,0.33081471
1288,3,10,3,3.098888,2,2,3106,49.10935064,10.67101799,0.566077233,0.292895798
1289,4,9,3,2.406857,2,2,2240,53.45985284,10.49923119,0.731298226,0.333987832
1290,3,9,3,2.406857,2,2,2688,52.09319334,10.32800242,0.586383084,0.306763387
1291,4,8,3,1.911589,2,2,1994,53.43908716,10.02393085,0.745564386,0.341098843
1292,1,8,3,1.911589,2,2,2068,51.5731957,9.866064002,0.662127565,0.328382919
1293,3,8,3,1.911589,2,2,2381,51.7440202,9.833507802,0.581671968,0.30626464
1294,4,7,2,3.032621,2,2,2588,54.1609702,10.62405547,0.698830556,0.348082019
1295,3,7,2,3.032621,2,2,3096,51.89221509,10.41040945,0.51609032,0.312441784
1296,4,6,2,2.384204,2,2,2251,53.50653307,10.11685334,0.649731671,0.345808114
1297,3,6,2,2.384204,2,2,2615,52.98656663,10.04421328,0.541629861,0.313249151
1298,4,5,2,2.783806,2,2,2474,54.57823786,10.78443219,0.704491411,0.337144186
1299,3,5,2,2.783806,2,2,2918,53.23334672,10.63169251,0.540828673,0.305443781
1300,4,4,1,4.457837,2,2,3308,49.56093737,15.10955341,0.95661429,0.203842335
1301,3,4,1,4.457837,2,2,3983,45.34828654,14.70913717,0.814106331,0.220156721
1302,4,3,1,5.610568,2,2,4062,47.06159205,13.25905718,0.946961067,0.213588033
1303,3,3,1,5.610568,2,2,4767,42.61839861,12.86696143,0.7907974,0.219753448
1304,4,2,1,3.531471,2,2,2837,47.48179418,14.33531218,0.929381649,0.243480071
1305,3,2,1,3.531471,2,2,3372,46.89571409,14.211493,0.779975077,0.232402765
1306,2,1,7,0,3,2,994,43.94394151,4.057616334,0.439804399,0.282640041
1307,1,1,7,0,3,2,1003,48.76545383,4.440270716,0.66915753,0.33508447
1308,4,19,6,1.981873,3,2,2056,47.40785619,9.941679579,0.842386855,0.314012406
1309,3,19,6,1.981873,3,2,2452,42.55214616,9.487241265,0.559155278,0.273799337
1310,4,18,6,0.815402,3,2,1385,47.42742559,7.782730732,0.628770317,0.364201076
1311,1,18,6,0.815402,3,2,1440,49.23727295,7.892340515,0.621657258,0.349392703
1312,3,18,6,0.815402,3,2,1611,47.58335858,7.733595311,0.510767499,0.322416902
1313,2,18,6,0.815402,3,2,1430,43.9922664,7.489808035,0.419984965,0.300854163
1314,4,17,6,1.377649,3,2,1689,46.91831455,9.203608243,0.702701124,0.344992009
1315,1,17,6,1.377649,3,2,1728,48.76101447,9.374169471,0.69297804,0.325001687
1316,3,17,6,1.377649,3,2,1966,46.17421209,9.096678553,0.565849812,0.307548905
1317,4,16,5,2.969017,3,2,2649,44.21129466,10.44170693,0.7500012,0.321296724
1318,3,16,5,2.969017,3,2,3091,43.90034568,10.34333477,0.590675112,0.282459061
1319,4,15,5,1.471673,3,2,1752,47.44288305,9.208895109,0.705159618,0.345759543
1320,1,15,5,1.471673,3,2,1792,45.05688361,9.025586124,0.612010717,0.327876126
1321,3,15,5,1.471673,3,2,2081,45.69872556,9.03046507,0.548961302,0.306823813
1322,2,15,5,1.471673,3,2,1788,42.22237958,8.795810983,0.46693211,0.292335074
1323,4,14,5,1.699608,3,2,1862,46.98786089,9.619188339,0.763961697,0.338763643
1324,1,14,5,1.699608,3,2,1901,46.25430698,9.54708569,0.700728668,0.325280039
1325,3,14,5,1.699608,3,2,2194,45.01233886,9.403423334,0.571929076,0.29749769
1326,4,13,4,3.461759,3,2,2933,44.89466433,11.68182657,0.742315058,0.321045817
1327,3,13,4,3.461759,3,2,3320,44.39853105,11.58986016,0.590562889,0.282940932
1328,4,12,4,2.200234,3,2,2196,45.83872696,10.05072855,0.658905757,0.354720424
1329,3,12,4,2.200234,3,2,2566,44.71472791,9.914525401,0.504961075,0.306724376
1330,4,11,4,2.711107,3,2,2462,45.13549096,11.91652061,0.756922689,0.313198733
1331,3,11,4,2.711107,3,2,2832,46.27064604,11.96334288,0.672280991,0.282372609
1332,4,10,3,3.098888,3,2,2688,43.73198512,10.43630522,0.677299916,0.331444654
1333,3,10,3,3.098888,3,2,3106,44.94761052,10.45142547,0.565137916,0.293071517
1334,4,9,3,2.406857,3,2,2240,48.55960874,10.24563922,0.730176086,0.334576443
1335,3,9,3,2.406857,3,2,2688,47.17538075,10.07242363,0.585862926,0.306736488
1336,4,8,3,1.911589,3,2,1994,47.99001063,9.737374875,0.744946352,0.341609391
1337,1,8,3,1.911589,3,2,2068,46.09329396,9.576436683,0.662212644,0.328272596
1338,3,8,3,1.911589,3,2,2381,46.2597961,9.54357335,0.58090768,0.306273818
1339,4,7,2,3.032621,3,2,2588,49.82470183,10.4037281,0.698350943,0.348483773
1340,3,7,2,3.032621,3,2,3096,47.53443823,10.18827418,0.516872118,0.311784752
1341,4,6,2,2.384204,3,2,2251,48.5278396,9.862613133,0.648815278,0.346324814
1342,3,6,2,2.384204,3,2,2615,47.98072405,9.787158273,0.541354559,0.313307588
1343,4,5,2,2.783806,3,2,2474,50.06078996,10.55229772,0.703906425,0.337600716
1344,3,5,2,2.783806,3,2,2918,48.69220942,10.3973204,0.540580002,0.30513566
1345,4,4,1,4.457837,3,2,3308,46.5754376,14.93950699,0.956638311,0.203396317
1346,3,4,1,4.457837,3,2,3983,42.34170297,14.53696668,0.814010148,0.220076386
1347,4,3,1,5.610568,3,2,4062,44.51167231,13.11466018,0.946826501,0.213661219
1348,3,3,1,5.610568,3,2,4767,40.05807404,12.72143713,0.790429403,0.21977441
1349,4,2,1,3.531471,3,2,2837,43.93838873,14.13448003,0.929857089,0.243058637
1350,3,2,1,3.531471,3,2,3372,43.33607473,14.00909351,0.778815023,0.232652722
1351,2,1,7,0,1,1,994,61.79496791,19.09889333,0.48308306,0.310600673
1352,1,1,7,0,1,1,1003,66.4063872,18.9219421,0.68719455,0.350298026
1353,4,19,6,1.981873,1,1,2056,56.20862049,16.82577199,0.852153035,0.321217307
1354,3,19,6,1.981873,1,1,2452,51.45836071,16.58684775,0.609517909,0.296631601
1355,4,18,6,0.815402,1,1,1385,60.20695772,17.69224015,0.645444509,0.375042481
1356,1,18,6,0.815402,1,1,1440,62.14297374,17.88165865,0.645063144,0.362044444
1357,3,18,6,0.815402,1,1,1611,60.52441166,17.95681549,0.544503026,0.341965661
1358,2,18,6,0.815402,1,1,1430,57.03288204,17.86116133,0.46082552,0.325984645
1359,4,17,6,1.377649,1,1,1689,57.36371203,17.37272556,0.719749571,0.355344126
1360,1,17,6,1.377649,1,1,1728,59.31556439,17.60931049,0.717605316,0.336796496
1361,3,17,6,1.377649,1,1,1966,56.75961461,17.52426909,0.603317796,0.326352844
1362,4,16,5,2.969017,1,1,2649,51.56777544,15.91717303,0.771349328,0.330484044
1363,3,16,5,2.969017,1,1,3091,51.36892881,15.99188808,0.635741593,0.30193753
1364,4,15,5,1.471673,1,1,1752,57.77387341,17.14926416,0.719940334,0.357329907
1365,1,15,5,1.471673,1,1,1792,55.45515147,17.0272905,0.638616192,0.344156283
1366,3,15,5,1.471673,1,1,2081,56.13834062,17.21966039,0.585247298,0.327356936
1367,2,15,5,1.471673,1,1,1788,52.72541016,17.10279801,0.508347755,0.317948303
1368,4,14,5,1.699608,1,1,1862,56.52430005,17.04608695,0.775807733,0.349402287
1369,1,14,5,1.699608,1,1,1901,55.89704037,17.03305635,0.723047676,0.339831407
1370,3,14,5,1.699608,1,1,2194,54.70645301,17.06617579,0.609223743,0.319155635
1371,4,13,4,3.461759,1,1,2933,51.71052044,16.64837324,0.77060896,0.328373695
1372,3,13,4,3.461759,1,1,3320,51.33417703,16.71449666,0.642393956,0.301666936
1373,4,12,4,2.200234,1,1,2196,54.55057469,16.55609105,0.682025061,0.363664714
1374,3,12,4,2.200234,1,1,2566,53.57095974,16.62761195,0.547728692,0.32680334
1375,4,11,4,2.711107,1,1,2462,52.6833506,17.69081823,0.782834101,0.322768627
1376,3,11,4,2.711107,1,1,2832,53.96708962,17.92375061,0.717164571,0.298713164
1377,4,10,3,3.098888,1,1,2688,51.02434451,15.76747199,0.704334576,0.341041406
1378,3,10,3,3.098888,1,1,3106,52.4318741,15.95767695,0.612465983,0.311607867
1379,4,9,3,2.406857,1,1,2240,56.97486965,16.4399481,0.751381434,0.34126074
1380,3,9,3,2.406857,1,1,2688,55.73300645,16.46379008,0.625637721,0.322618375
1381,4,8,3,1.911589,1,1,1994,57.18570091,16.74647884,0.76397133,0.348475707
1382,1,8,3,1.911589,1,1,2068,55.38084487,16.64082476,0.691442044,0.340181012
1383,3,8,3,1.911589,1,1,2381,55.64412191,16.77831839,0.623631727,0.323656209
1384,4,7,2,3.032621,1,1,2588,57.16551816,15.78308027,0.715525333,0.355791201
1385,3,7,2,3.032621,1,1,3096,54.96675703,15.73576059,0.555155836,0.329649992
1386,4,6,2,2.384204,1,1,2251,56.82182582,16.06798093,0.670032013,0.35529144
1387,3,6,2,2.384204,1,1,2615,56.38006155,16.18683822,0.579496984,0.329783667
1388,4,5,2,2.783806,1,1,2474,57.64568806,16.21949495,0.723871508,0.344949521
1389,3,5,2,2.783806,1,1,2918,56.37894731,16.24228573,0.581257792,0.322400567
1390,4,4,1,4.457837,1,1,3308,52.00019357,19.12664229,0.95416497,0.204230536
1391,3,4,1,4.457837,1,1,3983,47.85345849,18.85524771,0.865879101,0.232812877
1392,4,3,1,5.610568,1,1,4062,49.39166917,16.67114086,0.945440243,0.21226895
1393,3,3,1,5.610568,1,1,4767,44.98069979,16.38639489,0.846837484,0.231831241
1394,4,2,1,3.531471,1,1,2837,50.163053,19.0340294,0.928015257,0.245002821
1395,3,2,1,3.531471,1,1,3372,49.66750817,19.06423615,0.828571193,0.24654851
1396,2,1,7,0,2,1,994,55.77074028,15.48016677,0.497705484,0.304474113
1397,1,1,7,0,2,1,1003,60.3825794,15.30152425,0.705880617,0.341701226
1398,4,19,6,1.981873,2,1,2056,53.42080405,15.10417117,0.862144155,0.312111595
1399,3,19,6,1.981873,2,1,2452,48.6627878,14.86605072,0.622222646,0.29133654
1400,4,18,6,0.815402,2,1,1385,55.9372899,15.20116157,0.657843036,0.369651507
1401,1,18,6,0.815402,2,1,1440,57.87364776,15.39130693,0.65676612,0.356720433
1402,3,18,6,0.815402,2,1,1611,56.25827483,15.46733599,0.555545689,0.337530262
1403,2,18,6,0.815402,2,1,1430,52.76624334,15.37299017,0.471449315,0.321714497
1404,4,17,6,1.377649,2,1,1689,53.94355398,15.32300062,0.733533555,0.34858824
1405,1,17,6,1.377649,2,1,1728,55.89359426,15.56006399,0.730191484,0.330649696
1406,3,17,6,1.377649,2,1,1966,53.33896106,15.47621867,0.616390115,0.321156865
1407,4,16,5,2.969017,2,1,2649,49.29920322,14.55095499,0.781285336,0.323176278
1408,3,16,5,2.969017,2,1,3091,49.10828221,14.62718345,0.646537046,0.296837993
1409,4,15,5,1.471673,2,1,1752,54.41837782,15.15888637,0.735961656,0.348731898
1410,1,15,5,1.471673,2,1,1792,52.10010162,15.03691271,0.653546996,0.337456396
1411,3,15,5,1.471673,2,1,2081,52.78569004,15.23137358,0.598686,0.321750711
1412,2,15,5,1.471673,2,1,1788,49.37237632,15.11369804,0.52283144,0.311841595
1413,4,14,5,1.699608,2,1,1862,53.44088638,15.1842315,0.790600642,0.340113485
1414,1,14,5,1.699608,2,1,1901,52.81633297,15.17272114,0.73914564,0.331451657
1415,3,14,5,1.699608,2,1,2194,51.6232031,15.20660069,0.624675316,0.312670987
1416,4,13,4,3.461759,2,1,2933,49.62822932,15.41058054,0.77680902,0.324139993
1417,3,13,4,3.461759,2,1,3320,49.25780372,15.47771457,0.65142682,0.297544978
1418,4,12,4,2.200234,2,1,2196,51.77225546,14.92782705,0.689487034,0.360014142
1419,3,12,4,2.200234,2,1,2566,50.79690705,15.00077267,0.556520053,0.323454337
1420,4,11,4,2.711107,2,1,2462,50.30238903,16.24673855,0.793125637,0.316916979
1421,3,11,4,2.711107,2,1,2832,51.58606164,16.48059726,0.728206383,0.293985646
1422,4,10,3,3.098888,2,1,2688,48.7874359,14.43851851,0.71298798,0.336003213
1423,3,10,3,3.098888,2,1,3106,50.1989892,14.62996411,0.621494536,0.307535313
1424,4,9,3,2.406857,2,1,2240,54.34625268,14.89356091,0.75768425,0.336965265
1425,3,9,3,2.406857,2,1,2688,53.09044172,14.91722227,0.633207609,0.318459155
1426,4,8,3,1.911589,2,1,1994,54.22943785,14.99049164,0.771802504,0.343388299
1427,1,8,3,1.911589,2,1,2068,52.43788263,14.8869875,0.700432697,0.335695063
1428,3,8,3,1.911589,2,1,2381,52.69976948,15.02519778,0.632084107,0.319801177
1429,4,7,2,3.032621,2,1,2588,54.82722627,14.43651294,0.723437331,0.350288477
1430,3,7,2,3.032621,2,1,3096,52.62971418,14.38958627,0.563517154,0.325655418
1431,4,6,2,2.384204,2,1,2251,54.13829267,14.51230327,0.677565941,0.350783012
1432,3,6,2,2.384204,2,1,2615,53.69573538,14.63225017,0.586589558,0.326207218
1433,4,5,2,2.783806,2,1,2474,55.21007313,14.79967069,0.730443056,0.340199137
1434,3,5,2,2.783806,2,1,2918,53.94467902,14.8240361,0.588540464,0.318655717
1435,4,4,1,4.457837,2,1,3308,50.39207938,18.08603342,0.956304794,0.197789739
1436,3,4,1,4.457837,2,1,3983,46.23779601,17.81506365,0.875375196,0.227459926
1437,4,3,1,5.610568,2,1,4062,48.01454038,15.7917949,0.947445016,0.20682109
1438,3,3,1,5.610568,2,1,4767,43.60534138,15.508125,0.854347707,0.22760375
1439,4,2,1,3.531471,2,1,2837,48.25017577,17.81215205,0.931773978,0.236793673
1440,3,2,1,3.531471,2,1,3372,47.75561709,17.84271501,0.839814611,0.241037349
1441,2,1,7,0,3,1,994,44.4739983,9.768045907,0.496657191,0.304405835
1442,1,1,7,0,3,1,1003,49.13489586,9.615406976,0.704641471,0.342226084
1443,4,19,6,1.981873,3,1,2056,48.22124185,12.41371148,0.86248302,0.311839311
1444,3,19,6,1.981873,3,1,2452,43.45178105,12.17307921,0.622421349,0.291187396
1445,4,18,6,0.815402,3,1,1385,48.00414792,11.30986889,0.658780139,0.369484206
1446,1,18,6,0.815402,3,1,1440,49.91157742,11.48082527,0.656465333,0.356859818
1447,3,18,6,0.815402,3,1,1611,48.30746957,11.57197292,0.555673106,0.337470154
1448,2,18,6,0.815402,3,1,1430,44.76942742,11.44520935,0.470373939,0.321877655
1449,4,17,6,1.377649,3,1,1689,47.58171864,12.12025308,0.733843528,0.348439607
1450,1,17,6,1.377649,3,1,1728,49.50887362,12.34164777,0.729917439,0.330782104
1451,3,17,6,1.377649,3,1,1966,46.96580279,12.27024171,0.615859003,0.32121185
1452,4,16,5,2.969017,3,1,2649,45.10912249,12.41902717,0.781620794,0.323086837
1453,3,16,5,2.969017,3,1,3091,44.90370442,12.49278637,0.646882277,0.296733311
1454,4,15,5,1.471673,3,1,1752,48.18420375,12.04820957,0.735626635,0.348915925
1455,1,15,5,1.471673,3,1,1792,45.83810347,11.91113441,0.653786687,0.337448241
1456,3,15,5,1.471673,3,1,2081,46.53672915,12.11721181,0.598792959,0.321616842
1457,2,15,5,1.471673,3,1,1788,43.08698102,11.97549003,0.522232291,0.312045176
1458,4,14,5,1.699608,3,1,1862,47.70891642,12.27667046,0.792029462,0.339270215
1459,1,14,5,1.699608,3,1,1901,47.06111675,12.25136938,0.739007202,0.331458342
1460,3,14,5,1.699608,3,1,2194,45.8791341,12.29599918,0.624352397,0.312653482
1461,4,13,4,3.461759,3,1,2933,45.77578483,13.47762578,0.777108329,0.32414304
1462,3,13,4,3.461759,3,1,3320,45.3937214,13.54288294,0.651155744,0.297566279
1463,4,12,4,2.200234,3,1,2196,46.61504811,12.38422851,0.690479673,0.35977977
1464,3,12,4,2.200234,3,1,2566,45.63013751,12.45460964,0.556866521,0.323248924
1465,4,11,4,2.711107,3,1,2462,45.8763286,13.99101669,0.793042966,0.316965206
1466,3,11,4,2.711107,3,1,2832,47.15206323,14.22260167,0.728853012,0.293559403
1467,4,10,3,3.098888,3,1,2688,44.63441581,12.36208202,0.712683848,0.336322412
1468,3,10,3,3.098888,3,1,3106,46.03497974,12.55127896,0.6206851,0.307701384
1469,4,9,3,2.406857,3,1,2240,49.43424963,12.47513525,0.757893841,0.336873913
1470,3,9,3,2.406857,3,1,2688,48.17127374,12.4969904,0.633041504,0.318366783
1471,4,8,3,1.911589,3,1,1994,48.74858305,12.24880922,0.772020005,0.342943217
1472,1,8,3,1.911589,3,1,2068,46.94379176,12.13189356,0.700724243,0.335672905
1473,3,8,3,1.911589,3,1,2381,47.21059306,12.28044401,0.632822872,0.319391344
1474,4,7,2,3.032621,3,1,2588,50.47474608,12.33157297,0.723505736,0.3503218
1475,3,7,2,3.032621,3,1,3096,48.26842422,12.28315282,0.563288294,0.325632476
1476,4,6,2,2.384204,3,1,2251,49.13981034,12.08104052,0.677796369,0.350625293
1477,3,6,2,2.384204,3,1,2615,48.68806119,12.19862661,0.586780462,0.325955115
1478,4,5,2,2.783806,3,1,2474,50.6764494,12.58059442,0.73131979,0.339651409
1479,3,5,2,2.783806,3,1,2918,49.40151688,12.60280507,0.588687443,0.318546692
1480,4,4,1,4.457837,3,1,3308,47.38208474,16.45948656,0.956307251,0.1975098
1481,3,4,1,4.457837,3,1,3983,43.23173952,16.18772786,0.875757763,0.227142331
1482,4,3,1,5.610568,3,1,4062,45.45867937,14.41884486,0.947385867,0.206835879
1483,3,3,1,5.610568,3,1,4767,41.04505937,14.13399642,0.854067194,0.227401754
1484,4,2,1,3.531471,3,1,2837,44.69573225,15.90307109,0.931967102,0.236451675
1485,3,2,1,3.531471,3,1,3372,44.19605837,15.93235169,0.839918784,0.240915067
1486,2,1,7,0,1,2,994,62.57283702,4.93539589,0.490261534,0.310104296
1487,1,1,7,0,1,2,1003,67.2085284,5.30261725,0.69208651,0.348550434
1488,4,19,6,1.981873,1,2,2056,56.58851746,10.40023728,0.853802407,0.320213574
1489,3,19,6,1.981873,1,2,2452,51.82460231,9.951124019,0.612866012,0.296131074
1490,4,18,6,0.815402,1,2,1385,60.77598371,8.39648737,0.647760036,0.374042863
1491,1,18,6,0.815402,1,2,1440,62.70935126,8.514964788,0.646067815,0.361742694
1492,3,18,6,0.815402,1,2,1611,61.08733894,8.358109409,0.546909659,0.341664004
1493,2,18,6,0.815402,1,2,1430,57.58411589,8.122026798,0.46476617,0.32568265
1494,4,17,6,1.377649,1,2,1689,57.82171064,9.723903714,0.722454213,0.354023693
1495,1,17,6,1.377649,1,2,1728,59.76995506,9.902478688,0.719452446,0.336103888
1496,3,17,6,1.377649,1,2,1966,57.21051044,9.626064243,0.606728913,0.325579023
1497,4,16,5,2.969017,1,2,2649,51.87182126,10.82268996,0.773930629,0.329012021
1498,3,16,5,2.969017,1,2,3091,51.67054986,10.73172558,0.637246201,0.301868929
1499,4,15,5,1.471673,1,2,1752,58.21848288,9.720487486,0.722552233,0.356053438
1500,1,15,5,1.471673,1,2,1792,55.89588688,9.541825116,0.639434853,0.34395361
1501,3,15,5,1.471673,1,2,2081,56.58039406,9.549259701,0.587975589,0.326830322
1502,2,15,5,1.471673,1,2,1788,53.15820007,9.319833056,0.512519268,0.317293679
1503,4,14,5,1.699608,1,2,1862,56.93787324,10.10066898,0.778823222,0.347812285
1504,1,14,5,1.699608,1,2,1901,56.31083957,10.0362761,0.725170881,0.339005267
1505,3,14,5,1.699608,1,2,2194,55.11237566,9.895111278,0.611606578,0.318789922
1506,4,13,4,3.461759,1,2,2933,51.98405824,12.0304904,0.772119372,0.327925116
1507,3,13,4,3.461759,1,2,3320,51.60716137,11.94639239,0.645835985,0.300860995
1508,4,12,4,2.200234,1,2,2196,54.91939058,10.48127867,0.682139214,0.363303033
1509,3,12,4,2.200234,1,2,2566,53.93664063,10.35485859,0.551275462,0.32615006
1510,4,11,4,2.711107,1,2,2462,53.00028119,12.30314119,0.784608556,0.32203222
1511,3,11,4,2.711107,1,2,2832,54.27888203,12.36057427,0.72008454,0.29791137
1512,4,10,3,3.098888,1,2,2688,51.31990553,10.8080307,0.706303084,0.340074603
1513,3,10,3,3.098888,1,2,3106,52.72561328,10.83695302,0.615028015,0.311094695
1514,4,9,3,2.406857,1,2,2240,57.33248828,10.66495101,0.752624649,0.340606171
1515,3,9,3,2.406857,1,2,2688,56.08164026,10.5002246,0.628204664,0.321786786
1516,4,8,3,1.911589,1,2,1994,57.56204389,10.1971544,0.764620538,0.34779064
1517,1,8,3,1.911589,1,2,2068,55.77186428,10.04358743,0.693332644,0.339494934
1518,3,8,3,1.911589,1,2,2381,56.03033597,10.01727628,0.625825412,0.323242092
1519,4,7,2,3.032621,1,2,2588,57.47835558,10.75618901,0.7175116,0.354498572
1520,3,7,2,3.032621,1,2,3096,55.2747439,10.5446653,0.557476771,0.329102875
1521,4,6,2,2.384204,1,2,2251,57.18037707,10.26113465,0.672364059,0.354142047
1522,3,6,2,2.384204,1,2,2615,56.73202135,10.1904922,0.581307505,0.329460354
1523,4,5,2,2.783806,1,2,2474,57.97087397,10.91935362,0.725726048,0.343782722
1524,3,5,2,2.783806,1,2,2918,56.70023964,10.76943171,0.583438362,0.321876635
1525,4,4,1,4.457837,1,2,3308,52.21790317,15.24306595,0.954504618,0.204039344
1526,3,4,1,4.457837,1,2,3983,48.06399385,14.84538065,0.867376643,0.232417285
1527,4,3,1,5.610568,1,2,4062,49.57325621,13.39202745,0.946145648,0.211210564
1528,3,3,1,5.610568,1,2,4767,45.16228133,13.001059,0.84857201,0.231373595
1529,4,2,1,3.531471,1,2,2837,50.41575135,14.47523214,0.928575322,0.24456384
1530,3,2,1,3.531471,1,2,3372,49.91839388,14.35689861,0.830064289,0.246267738
1531,2,1,7,0,2,2,994,56.22764172,4.729481321,0.503229232,0.304501874
1532,1,1,7,0,2,2,1003,60.88030818,5.098393972,0.708810912,0.340845741
1533,4,19,6,1.981873,2,2,2056,53.63977816,10.30177397,0.862637351,0.311694222
1534,3,19,6,1.981873,2,2,2452,48.88807178,9.853665437,0.624918478,0.291193706
1535,4,18,6,0.815402,2,2,1385,56.29406913,8.255332065,0.660486483,0.368860998
1536,1,18,6,0.815402,2,2,1440,58.22778156,8.374536339,0.658355716,0.356429535
1537,3,18,6,0.815402,2,2,1611,56.60420608,8.217099475,0.558969256,0.337047814
1538,2,18,6,0.815402,2,2,1430,53.09028298,7.980290009,0.473755586,0.322054861
1539,4,17,6,1.377649,2,2,1689,54.22661446,9.60752498,0.735044583,0.347974783
1540,1,17,6,1.377649,2,2,1728,56.17668335,9.78633917,0.732322799,0.329929646
1541,3,17,6,1.377649,2,2,1966,53.61535844,9.509805118,0.618503905,0.321047406
1542,4,16,5,2.969017,2,2,2649,49.48670633,10.7445498,0.781997979,0.322822355
1543,3,16,5,2.969017,2,2,3091,49.29434841,10.65430231,0.648270683,0.296732724
1544,4,15,5,1.471673,2,2,1752,54.6961999,9.607690892,0.738211613,0.347617697
1545,1,15,5,1.471673,2,2,1792,52.37335438,9.429144688,0.655150733,0.337192611
1546,3,15,5,1.471673,2,2,2081,53.0566741,9.436695439,0.60183046,0.321272152
1547,2,15,5,1.471673,2,2,1788,49.62590557,9.206223305,0.525607358,0.311978691
1548,4,14,5,1.699608,2,2,1862,53.69669506,9.995229715,0.792424087,0.339214974
1549,1,14,5,1.699608,2,2,1901,53.07178336,9.931054014,0.741202316,0.330891393
1550,3,14,5,1.699608,2,2,2194,51.87246798,9.789563424,0.626442214,0.31271182
1551,4,13,4,3.461759,2,2,2933,49.80469378,11.96061326,0.778917282,0.323445163
1552,3,13,4,3.461759,2,2,3320,49.42549929,11.87629869,0.652677609,0.297657577
1553,4,12,4,2.200234,2,2,2196,52.00461027,10.38886189,0.691669465,0.359418256
1554,3,12,4,2.200234,2,2,2566,51.01953902,10.26225185,0.559436033,0.323115823
1555,4,11,4,2.711107,2,2,2462,50.4996677,12.22128643,0.794662838,0.316357906
1556,3,11,4,2.711107,2,2,2832,51.77877504,12.27863529,0.730204169,0.29360049
1557,4,10,3,3.098888,2,2,2688,48.9766082,10.73328239,0.714382812,0.335693359
1558,3,10,3,3.098888,2,2,3106,50.37776831,10.7615844,0.622738327,0.307409366
1559,4,9,3,2.406857,2,2,2240,54.56903671,10.57816259,0.759868328,0.335802863
1560,3,9,3,2.406857,2,2,2688,53.30751063,10.4127137,0.634861732,0.318196239
1561,4,8,3,1.911589,2,2,1994,54.47726645,10.09846203,0.773328531,0.342709078
1562,1,8,3,1.911589,2,2,2068,52.67832498,9.944280782,0.702830825,0.334938101
1563,3,8,3,1.911589,2,2,2381,52.9347078,9.91745775,0.634705595,0.319221828
1564,4,7,2,3.032621,2,2,2588,55.02154413,10.68017882,0.724567444,0.349734019
1565,3,7,2,3.032621,2,2,3096,52.81853934,10.46889092,0.565100734,0.325379178
1566,4,6,2,2.384204,2,2,2251,54.36027363,10.17342178,0.679402131,0.350044391
1567,3,6,2,2.384204,2,2,2615,53.91233712,10.10277933,0.588406902,0.325873475
1568,4,5,2,2.783806,2,2,2474,55.41340598,10.83913007,0.732459861,0.339096925
1569,3,5,2,2.783806,2,2,2918,54.14035789,10.68937391,0.590021454,0.318503745
1570,4,4,1,4.457837,2,2,3308,50.52508598,15.18425975,0.956764351,0.197238375
1571,3,4,1,4.457837,2,2,3983,46.36863822,14.78614963,0.876934223,0.226908749
